raceId,driverId,lap,position,time,milliseconds
847,15,14,18,01:40.5,100468
847,15,15,17,01:39.7,99712
847,15,16,16,01:38.5,98472
847,15,17,15,01:40.9,100862
847,15,18,16,01:39.4,99448
847,15,19,23,02:34.1,154112
847,15,20,23,01:55.8,115828
847,15,21,23,01:52.4,112351
847,15,22,23,01:51.9,111859
847,15,23,22,01:51.3,111274
847,15,24,22,01:59.3,119333
847,15,25,22,04:34.3,7474332
847,15,26,22,02:32.0,151966
847,15,27,22,02:07.5,127516
847,15,28,22,01:59.7,119715
847,15,29,21,01:59.8,119811
847,15,30,21,01:58.7,118680
847,15,31,21,02:00.8,120757
847,15,32,21,02:01.0,121045
847,15,33,21,02:03.6,123642
847,15,34,15,01:56.4,116421
847,15,35,11,01:38.7,98730
847,15,36,21,01:54.7,114728
847,15,37,18,01:47.5,107529
847,15,38,18,01:47.6,107559
847,15,39,18,02:03.5,123475
847,15,40,18,01:57.2,117173
847,15,41,18,01:36.9,96876
847,15,42,19,01:36.2,96207
847,15,43,17,01:35.3,95339
847,15,44,17,01:34.7,94740
847,15,45,17,01:33.6,93603
847,15,46,18,01:33.9,93898
847,15,47,18,01:32.1,92073
847,15,48,18,01:32.1,92051
847,15,49,17,01:32.1,92111
847,15,50,17,01:31.9,91921
847,15,51,15,01:31.6,91553
847,15,52,16,01:47.2,107180
847,15,53,16,01:42.1,102121
847,15,54,16,01:34.5,94546
847,15,55,20,02:37.7,157696
847,15,56,19,01:48.2,108154
847,15,57,19,01:43.8,103779
847,15,58,19,01:33.4,93443
847,15,59,19,01:32.2,92162
847,15,60,19,01:36.7,96698
847,15,61,19,01:29.7,89687
847,15,62,18,01:26.9,86887
847,15,63,18,01:25.3,85296
847,15,64,18,01:24.2,84167
847,15,65,18,01:24.3,84251
847,15,66,18,01:23.2,83240
847,15,67,18,01:22.2,82233
847,15,68,17,01:22.4,82400
847,5,1,19,02:40.2,160244
847,5,2,19,02:04.9,124948
847,5,3,19,02:04.0,123985
847,5,4,19,01:59.5,119486
847,5,5,19,01:41.4,101368
847,5,6,19,01:41.2,101185
847,5,7,19,01:41.2,101216
847,5,8,18,01:47.6,107577
847,5,9,18,01:51.5,111510
847,5,10,18,02:10.8,130796
847,5,11,18,02:06.9,126888
847,5,12,18,01:58.2,118223
847,5,13,18,01:38.8,98805
847,5,14,19,01:40.2,100209
847,5,15,18,01:39.8,99838
847,5,16,17,01:38.5,98460
847,5,17,14,01:39.1,99059
847,5,18,14,01:38.9,98883
847,5,19,22,02:27.0,147006
847,5,20,22,01:52.0,111994
847,5,21,22,01:54.6,114551
847,5,22,22,01:52.8,112752
847,5,23,21,01:51.9,111894
847,5,24,21,01:49.7,109675
847,5,25,21,04:52.1,7492103
847,5,26,21,02:29.4,149407
847,5,27,21,02:07.4,127420
847,24,1,20,02:41.7,161650
847,24,2,20,02:04.3,124304
847,24,3,20,02:05.2,125179
847,24,4,20,01:57.8,117846
847,24,5,21,01:42.4,102421
847,24,6,21,01:41.5,101536
847,24,7,22,01:41.8,101763
847,24,8,21,01:49.0,108963
847,24,9,23,02:08.4,128379
847,24,10,23,01:56.7,116650
847,24,11,23,02:06.2,126207
847,24,12,23,01:57.1,117135
847,24,13,21,01:40.5,100450
847,24,14,21,01:40.5,100519
847,24,15,20,01:39.5,99455
847,24,16,19,01:39.4,99442
847,24,17,20,01:40.7,100715
847,24,18,21,01:42.4,102399
847,24,19,18,01:50.4,110383
847,24,20,17,01:58.8,118765
847,24,21,17,01:52.2,112230
847,24,22,17,01:48.7,108666
847,24,23,17,01:48.7,108743
847,24,24,17,02:11.0,130956
847,24,25,17,04:54.9,7494873
847,24,26,17,02:25.9,145948
847,24,27,17,02:09.4,129405
847,24,28,17,02:02.1,122106
847,24,29,17,02:00.3,120258
847,24,30,17,01:59.9,119920
847,24,31,17,02:00.5,120548
847,24,32,17,02:01.9,121858
847,24,33,17,02:02.9,122908
847,24,34,17,02:07.6,127600
847,24,35,22,02:12.1,132117
847,24,36,22,01:38.4,98420
847,24,37,20,01:46.1,106116
847,24,38,20,01:39.0,99041
847,24,39,20,01:51.8,111840
847,24,40,20,01:55.9,115900
847,24,41,21,01:38.3,98309
847,24,42,21,01:37.4,97359
847,24,43,20,01:35.6,95581
847,24,44,21,01:36.4,96405
847,24,45,21,01:34.1,94053
847,24,46,20,01:34.3,94341
847,24,47,20,01:34.8,94805
847,24,48,20,01:34.2,94197
847,24,49,20,01:34.6,94643
847,24,50,20,01:39.5,99463
847,24,51,19,01:38.8,98829
847,24,52,19,02:00.7,120744
847,24,53,20,01:49.0,108995
847,24,54,19,01:29.9,89938
847,24,55,18,01:28.4,88378
847,24,56,17,01:47.2,107199
847,24,57,17,01:37.6,97572
847,24,58,17,01:35.9,95947
847,24,59,17,01:54.8,114784
847,24,60,16,01:32.0,92040
847,24,61,16,01:25.6,85645
847,24,62,15,01:26.3,86279
847,24,63,15,01:23.4,83419
847,24,64,14,01:23.6,83639
847,24,65,14,01:24.2,84179
847,24,66,14,01:24.7,84713
847,24,67,14,01:25.2,85202
847,24,68,13,01:26.8,86845
847,10,1,21,02:43.4,163407
847,10,2,21,02:03.7,123699
847,10,3,21,02:04.9,124886
847,10,4,21,01:57.9,117890
847,10,5,20,01:41.1,101067
847,10,6,20,01:40.5,100498
847,10,7,20,01:41.4,101391
847,10,8,19,01:47.9,107898
847,10,9,19,01:52.6,112637
847,10,10,19,02:09.8,129793
847,10,11,19,02:07.1,127091
847,10,12,19,01:57.9,117910
847,10,13,20,01:39.5,99456
847,10,14,20,01:39.2,99229
847,10,15,19,01:40.2,100157
847,10,16,18,01:39.2,99217
847,10,17,16,01:39.9,99945
847,10,18,19,01:41.8,101786
847,10,19,16,01:53.2,113178
847,10,20,15,01:58.3,118339
847,10,21,15,01:51.2,111194
847,10,22,15,01:49.7,109689
847,10,23,15,01:49.0,109039
847,10,24,15,02:11.7,131666
847,10,25,15,04:57.3,7497345
847,10,26,15,02:24.0,143991
847,10,27,15,02:09.0,129020
847,10,28,15,02:02.5,122528
847,10,29,15,02:00.2,120236
847,10,30,15,02:00.3,120291
847,10,31,15,02:00.6,120631
847,10,32,15,02:02.9,122877
847,10,33,15,02:02.3,122250
847,10,34,20,02:14.0,134022
847,10,35,20,01:38.6,98552
847,10,36,19,01:36.7,96692
847,10,37,16,01:45.4,105436
847,10,38,16,01:52.1,112106
847,10,39,16,02:05.8,125758
847,10,40,16,01:58.1,118106
847,10,41,17,01:37.1,97103
847,10,42,17,01:35.9,95890
847,10,43,16,01:35.3,95328
847,10,44,16,01:35.3,95335
847,10,45,16,01:33.3,93307
847,10,46,16,01:32.4,92422
847,10,47,17,01:33.5,93464
847,10,48,17,01:32.9,92853
847,10,49,16,01:32.1,92102
847,10,50,16,01:32.1,92107
847,10,51,18,01:49.8,109777
847,10,52,17,01:44.3,104317
847,10,53,17,01:29.3,89314
847,10,54,17,01:32.6,92647
847,10,55,16,01:33.9,93929
847,10,56,15,01:39.9,99908
847,10,57,15,01:46.8,106832
847,10,58,15,02:00.3,120348
847,10,59,15,02:01.2,121223
847,10,60,15,01:28.8,88761
847,10,61,15,01:29.8,89752
847,10,62,14,01:26.6,86613
847,10,63,14,01:26.7,86677
847,10,64,15,01:25.5,85536
847,10,65,15,01:32.5,92462
847,10,66,15,01:27.4,87382
847,10,67,15,01:25.4,85360
847,10,68,16,01:24.6,84590
847,39,1,22,02:46.0,165975
847,39,2,22,02:02.2,122153
847,39,3,22,02:05.0,124985
847,39,4,22,01:58.2,118214
847,39,5,23,01:42.1,102115
847,39,6,23,01:42.2,102238
847,39,7,23,01:42.7,102678
847,39,8,22,01:47.2,107168
847,39,9,21,01:49.8,109828
847,39,10,21,02:09.9,129942
847,39,11,21,02:07.3,127267
847,39,12,21,01:57.7,117681
847,39,13,22,01:42.7,102707
847,39,14,22,01:40.7,100690
847,39,15,21,01:39.8,99769
847,39,16,22,01:40.6,100628
847,39,17,22,01:40.7,100681
847,39,18,22,01:41.8,101780
847,39,19,19,01:53.0,112990
847,39,20,19,02:02.5,122456
847,39,21,19,01:50.6,110557
847,39,22,19,01:48.2,108222
847,39,23,19,01:49.3,109324
847,39,24,19,02:07.5,127457
847,39,25,19,04:53.7,7493691
847,39,26,19,02:27.5,147512
847,39,27,19,02:08.9,128950
847,39,28,19,02:01.6,121562
847,39,29,19,02:00.0,119993
847,39,30,19,01:59.9,119879
847,39,31,19,02:00.6,120623
847,39,32,19,02:01.2,121152
847,39,33,19,02:03.6,123593
847,39,34,14,01:58.0,117994
847,39,35,9,01:38.9,98873
847,39,36,12,01:39.1,99102
847,39,37,19,02:08.9,128857
847,39,38,19,01:43.0,103027
847,39,39,19,02:03.7,123729
847,39,40,19,01:57.2,117222
847,39,41,19,01:37.6,97582
847,39,42,20,01:37.1,97116
847,39,43,19,01:36.3,96335
847,39,44,20,01:35.8,95826
847,39,45,20,01:34.1,94114
847,39,46,21,01:36.4,96393
847,39,47,21,01:34.5,94488
847,39,48,21,01:34.0,94042
847,39,49,21,01:35.4,95383
847,39,50,19,01:37.8,97772
847,39,51,20,01:54.8,114808
847,39,52,20,01:50.3,110266
847,39,53,19,01:41.1,101090
847,39,54,20,01:33.4,93381
847,39,55,19,01:30.5,90480
847,39,56,18,01:45.7,105713
847,39,57,18,01:37.4,97402
847,39,58,18,01:35.6,95577
847,39,59,18,01:57.1,117064
847,39,60,18,01:36.6,96556
847,39,61,18,01:31.7,91694
847,39,62,17,01:27.2,87184
847,39,63,17,01:24.8,84753
847,39,64,16,01:23.6,83630
847,39,65,16,01:24.2,84233
847,39,66,16,01:23.1,83116
847,39,67,16,01:23.2,83166
847,39,68,14,01:23.4,83351
847,816,1,23,02:47.6,167564
847,816,2,23,02:02.1,122113
847,816,3,23,02:05.4,125371
847,816,4,23,01:57.2,117240
847,816,5,24,01:43.5,103522
847,816,6,24,01:41.4,101354
847,816,7,24,01:41.4,101444
847,816,8,23,01:48.4,108411
847,816,9,22,01:49.7,109720
847,816,10,22,02:10.7,130724
847,816,11,22,02:06.4,126409
847,816,12,22,01:57.2,117220
847,816,13,23,01:42.0,101951
847,816,14,23,01:40.9,100865
847,816,15,23,01:40.8,100767
847,816,16,23,01:40.6,100598
847,816,17,23,01:55.2,115160
847,816,18,23,01:41.1,101140
847,816,19,21,01:50.1,110132
847,816,20,21,01:58.7,118721
847,816,21,21,01:54.9,114911
847,816,22,21,01:53.0,113048
847,816,23,23,02:13.5,133519
847,816,24,23,01:54.1,114141
847,816,25,23,04:29.9,7469869
847,816,26,23,02:32.1,152108
847,816,27,23,02:06.5,126537
847,816,28,23,02:00.5,120521
847,816,29,22,01:58.4,118379
847,816,30,22,01:59.6,119585
847,816,31,22,02:00.5,120542
847,816,32,22,02:01.3,121293
847,816,33,22,02:18.9,138860
847,816,34,16,01:40.4,100433
847,816,35,12,01:38.0,98002
847,816,36,18,01:46.3,106311
847,816,37,15,01:44.9,104873
847,816,38,15,01:52.5,112525
847,816,39,15,02:05.9,125851
847,816,40,15,01:58.7,118701
847,816,41,15,01:36.2,96198
847,816,42,16,01:37.2,97207
847,816,43,18,01:37.8,97816
847,816,44,18,01:36.0,95992
847,816,45,19,01:34.0,94019
847,816,46,19,01:33.9,93937
847,816,47,19,01:33.3,93337
847,816,48,19,01:32.0,92044
847,816,49,19,01:32.4,92408
847,816,50,18,01:32.3,92343
847,816,51,17,01:33.9,93887
847,816,52,18,01:56.5,116496
847,816,53,18,01:38.1,98127
847,816,54,18,01:28.6,88586
847,816,55,17,01:29.2,89241
847,816,56,16,01:40.8,100795
847,816,57,16,01:46.2,106166
847,816,58,16,02:00.3,120270
847,816,59,16,02:01.0,121016
847,816,60,17,01:38.9,98945
847,816,61,17,01:31.3,91257
847,816,62,16,01:30.7,90748
847,816,63,16,01:25.7,85741
847,816,64,17,01:25.0,85020
847,816,65,17,01:24.8,84842
847,816,66,17,01:23.3,83269
847,816,67,17,01:23.2,83155
847,816,68,15,01:22.5,82495
847,153,1,24,02:49.4,169371
847,153,2,24,02:01.4,121375
847,153,3,24,02:05.7,125704
847,153,4,24,01:56.1,116127
847,153,5,22,01:40.8,100808
847,153,6,22,01:39.7,99685
847,153,7,21,01:40.4,100400
847,153,8,20,01:48.1,108120
847,153,9,20,01:52.4,112352
847,153,10,20,02:10.5,130517
847,153,11,20,02:06.9,126912
847,153,12,20,01:57.5,117512
847,153,13,19,01:37.9,97865
847,153,14,17,01:39.0,98954
847,153,15,16,01:38.5,98470
847,153,16,15,01:37.1,97102
847,153,17,13,01:37.8,97831
847,153,18,13,01:37.6,97569
847,153,19,15,02:03.0,123011
847,153,20,14,01:55.7,115732
847,153,21,14,01:49.8,109781
847,153,22,14,01:48.4,108446
847,153,23,14,01:47.1,107144
847,153,24,14,02:16.2,136239
847,153,25,14,05:00.2,7500160
847,153,26,14,02:24.1,144099
847,153,27,14,02:07.5,127531
847,153,28,14,02:03.0,122994
847,153,29,14,02:00.8,120813
847,153,30,14,02:00.8,120773
847,153,31,14,02:00.6,120639
847,153,32,14,02:03.1,123090
847,153,33,14,02:02.0,121984
847,153,34,12,01:58.5,118500
847,153,35,16,01:52.3,112317
847,153,36,16,01:37.6,97589
847,153,37,13,01:43.9,103914
847,153,38,13,01:52.3,112309
847,153,39,13,02:05.8,125763
847,153,40,13,01:59.9,119890
847,153,41,13,01:34.9,94894
847,153,42,13,01:33.4,93403
847,153,43,12,01:32.3,92265
847,153,44,12,01:32.3,92317
847,153,45,11,01:31.8,91765
847,153,46,11,01:30.0,90043
847,153,47,11,01:29.5,89462
847,153,48,10,01:30.1,90067
847,153,49,11,01:30.9,90873
847,153,50,9,01:28.3,88322
847,153,51,11,01:44.5,104460
847,153,52,13,01:38.8,98753
847,153,53,10,01:26.6,86628
847,153,54,9,01:25.9,85906
847,153,55,9,01:26.7,86666
847,153,56,8,01:24.1,84070
847,153,57,8,01:44.6,104624
847,153,58,8,01:45.3,105271
847,153,59,8,01:33.8,93820
847,153,60,8,01:59.2,119177
847,153,61,8,01:28.8,88804
847,153,62,8,01:23.2,83192
847,153,63,8,01:22.1,82073
847,153,64,8,01:21.5,81488
847,153,65,9,01:22.5,82515
847,153,66,9,01:21.7,81665
847,153,67,9,01:21.6,81582
847,153,68,9,01:21.2,81210
847,153,69,9,01:20.4,80371
848,20,1,1,01:50.3,110320
848,20,2,1,01:45.5,105466
848,20,3,1,01:45.2,105186
848,20,4,1,01:45.5,105488
848,20,5,1,01:45.2,105160
848,20,6,1,01:45.0,105033
848,20,7,1,01:44.7,104712
848,20,8,1,01:45.2,105150
848,20,9,1,01:45.0,105030
848,20,10,1,01:45.1,105055
848,20,11,1,01:45.3,105269
848,20,12,1,01:45.3,105315
848,20,13,1,01:46.4,106358
848,20,14,2,01:54.8,114845
848,20,15,1,01:55.9,115873
848,20,16,1,01:44.6,104558
848,20,17,1,01:44.5,104549
848,20,18,1,01:44.1,104108
848,20,19,1,01:44.3,104307
848,20,20,1,01:44.1,104123
848,20,21,1,01:44.2,104191
848,20,22,1,01:43.9,103904
848,20,23,1,01:43.7,103655
848,20,24,1,01:43.4,103399
848,20,25,1,01:43.8,103799
848,20,26,1,01:43.7,103743
848,20,27,1,01:43.9,103857
848,20,28,1,01:44.0,104036
848,20,29,1,01:44.1,104127
848,20,30,1,01:52.8,112827
848,20,31,1,01:54.4,114355
848,20,32,1,01:42.5,102491
848,20,33,1,01:42.8,102771
848,20,34,1,01:42.4,102420
848,20,35,1,01:42.5,102539
848,20,36,1,01:42.4,102359
848,20,37,1,01:42.9,102916
848,20,38,1,01:42.3,102273
848,20,39,1,01:41.9,101926
848,20,40,1,01:42.7,102651
848,20,41,1,01:42.3,102287
848,20,42,1,01:42.2,102172
848,20,43,1,01:42.4,102382
848,20,44,1,01:42.2,102237
848,20,45,1,01:43.2,103221
848,20,46,1,01:42.4,102376
848,20,47,1,01:51.2,111208
848,20,48,1,01:54.4,114443
848,20,49,1,01:42.2,102202
848,20,50,1,01:42.5,102503
848,20,51,1,01:42.2,102244
848,20,52,1,01:42.0,101952
848,20,53,1,01:41.9,101852
848,20,54,1,01:43.0,102998
848,20,55,1,01:43.1,103110
848,20,56,1,01:42.7,102659
848,20,57,1,01:46.2,106179
848,17,1,2,01:51.7,111682
848,17,2,2,01:45.9,105931
848,17,3,2,01:45.6,105584
848,17,4,2,01:45.4,105363
848,17,5,2,01:45.1,105113
848,17,6,2,01:45.1,105111
848,17,7,2,01:45.4,105375
848,17,8,2,01:45.2,105169
848,17,9,2,01:45.0,105012
848,17,10,2,01:45.3,105317
848,17,11,2,01:45.5,105500
848,17,12,2,01:45.6,105584
848,17,13,4,01:54.4,114400
848,17,14,4,01:55.5,115536
848,17,15,2,01:45.0,104970
848,17,16,2,01:45.6,105610
848,17,17,2,01:44.4,104405
848,17,18,2,01:44.2,104241
848,17,19,2,01:44.0,104033
848,17,20,2,01:44.4,104390
848,17,21,3,01:45.9,105913
848,17,22,3,01:44.0,104032
848,17,23,3,01:43.6,103583
848,17,24,3,01:43.9,103880
848,17,25,3,01:43.9,103929
848,17,26,3,01:44.1,104073
848,17,27,3,01:43.8,103787
848,17,28,3,01:52.5,112466
848,17,29,4,01:53.1,113145
848,17,30,3,01:43.0,102993
848,17,31,2,01:43.1,103113
848,17,32,2,01:42.9,102908
848,17,33,2,01:42.8,102848
848,17,34,2,01:42.6,102582
848,17,35,2,01:42.6,102577
848,17,36,2,01:42.6,102615
848,17,37,2,01:42.8,102836
848,17,38,2,01:42.8,102771
848,17,39,2,01:42.5,102534
848,17,40,2,01:42.6,102638
848,17,41,2,01:42.8,102793
848,17,42,3,01:52.1,112072
848,17,43,3,01:54.6,114565
848,17,44,3,01:42.7,102699
848,17,45,3,01:43.5,103523
848,17,46,3,01:44.8,104819
848,17,47,3,01:43.7,103667
848,17,48,3,01:43.7,103685
848,17,49,3,01:42.6,102635
848,17,50,3,01:42.6,102574
848,17,51,3,01:42.8,102823
848,17,52,3,01:43.3,103285
848,17,53,3,01:46.4,106432
848,17,54,3,01:44.6,104598
848,17,55,3,01:44.8,104781
848,17,56,3,01:45.9,105886
848,17,57,3,01:49.0,109038
848,4,1,3,01:52.6,112612
848,4,2,3,01:46.3,106284
848,4,3,3,01:45.5,105458
848,4,4,3,01:45.2,105236
848,4,5,3,01:45.2,105191
848,4,6,3,01:45.2,105172
848,4,7,3,01:45.1,105086
848,4,8,3,01:45.2,105250
848,4,9,3,01:45.2,105164
848,4,10,3,01:45.3,105300
848,4,11,3,01:45.1,105091
848,4,12,3,01:45.6,105594
848,4,13,2,01:45.7,105678
848,4,14,3,02:01.0,120967
848,4,15,3,01:50.1,110127
848,4,16,3,01:44.6,104607
848,4,17,3,01:44.1,104128
848,4,18,3,01:43.8,103803
848,4,19,3,01:44.0,103980
848,4,20,3,01:44.1,104081
848,4,21,2,01:44.3,104277
848,4,22,2,01:43.9,103918
848,4,23,2,01:43.6,103635
848,4,24,2,01:43.7,103683
848,4,25,2,01:43.7,103739
848,4,26,2,01:44.1,104072
848,4,27,2,01:43.6,103564
848,4,28,2,01:44.5,104458
848,4,29,2,01:58.8,118760
848,4,30,4,01:48.3,108257
848,4,31,3,01:43.8,103819
848,4,32,3,01:42.9,102912
848,4,33,3,01:42.7,102736
848,4,34,3,01:42.5,102497
848,4,35,3,01:42.7,102693
848,4,36,3,01:42.5,102525
848,4,37,3,01:42.6,102628
848,4,38,3,01:42.8,102837
848,4,39,3,01:42.8,102825
848,4,40,3,01:42.5,102535
848,4,41,3,01:42.7,102665
848,4,42,2,01:42.7,102746
848,4,43,2,01:42.6,102589
848,4,44,2,01:42.5,102510
848,4,45,2,01:57.5,117542
848,4,46,2,01:50.0,109992
848,4,47,2,01:43.5,103492
848,4,48,2,01:42.4,102409
848,4,49,2,01:42.3,102308
848,4,50,2,01:42.6,102567
848,4,51,2,01:42.9,102910
848,4,52,2,01:43.0,102998
848,4,53,2,01:42.7,102696
848,4,54,2,01:42.4,102371
848,4,55,2,01:43.4,103417
848,4,56,2,01:44.3,104341
848,4,57,2,01:44.3,104328
848,13,1,4,01:53.3,113333
848,13,2,4,01:46.4,106363
848,13,3,4,01:45.8,105804
848,13,4,4,01:45.5,105485
848,13,5,4,01:45.4,105394
848,13,6,4,01:45.2,105224
848,13,7,4,01:45.1,105083
848,13,8,4,01:45.1,105066
848,13,9,4,01:45.7,105728
848,13,10,4,01:46.0,106001
848,13,11,4,01:45.7,105735
848,13,12,4,01:45.9,105931
848,13,13,3,01:46.3,106314
848,13,14,1,01:46.6,106631
848,13,15,4,02:01.6,121595
848,13,16,5,01:50.5,110506
848,13,17,5,01:44.5,104529
848,13,18,5,01:44.4,104371
848,13,19,5,01:44.2,104238
848,13,20,5,01:44.7,104654
848,13,21,5,01:45.1,105144
848,13,22,5,01:44.9,104929
848,13,23,5,01:44.7,104721
848,13,24,4,01:44.4,104391
848,13,25,4,01:44.4,104383
848,13,26,4,01:44.4,104439
848,13,27,4,01:44.3,104327
848,13,28,4,01:44.3,104278
848,13,29,3,01:44.7,104736
848,13,30,2,01:45.2,105225
848,13,31,5,02:05.5,125498
848,13,32,5,01:50.1,110132
848,13,33,5,01:43.3,103283
848,13,34,5,01:43.0,103025
848,13,35,5,01:43.2,103209
848,13,36,5,01:43.5,103459
848,13,37,5,01:43.2,103184
848,13,38,5,01:43.1,103115
848,13,39,5,01:42.9,102857
848,13,40,5,01:43.2,103174
848,13,41,5,01:43.9,103884
848,13,42,4,01:43.5,103504
848,13,43,4,01:43.4,103408
848,13,44,4,01:43.8,103800
848,13,45,4,01:44.3,104293
848,13,46,4,01:43.6,103604
848,13,47,4,01:44.2,104208
848,13,48,5,01:59.2,119174
848,13,49,5,01:49.7,109731
848,13,50,5,01:43.5,103543
848,13,51,5,01:43.2,103204
848,13,52,5,01:43.5,103508
848,13,53,5,01:42.7,102705
848,13,54,5,01:43.3,103282
848,13,55,5,01:42.9,102906
848,13,56,5,01:43.1,103147
848,13,57,5,01:44.5,104479
848,1,1,5,01:53.8,113819
848,1,2,5,01:46.9,106850
848,1,3,5,01:45.7,105662
848,1,4,5,01:45.7,105655
848,1,5,5,01:45.5,105532
848,1,6,5,01:45.3,105311
848,1,7,5,01:45.2,105225
848,1,8,5,01:45.2,105161
848,1,9,5,01:45.2,105235
848,1,10,5,01:45.8,105800
848,1,11,5,01:46.5,106464
848,1,12,6,02:00.8,120789
848,1,13,7,01:50.3,110310
848,1,14,5,01:44.4,104401
848,1,15,5,01:44.1,104114
848,1,16,4,01:44.3,104337
848,1,17,4,01:44.4,104363
848,1,18,4,01:44.3,104349
848,1,19,4,01:44.2,104248
848,1,20,4,01:45.2,105183
848,1,21,4,01:44.8,104783
848,1,22,4,01:45.2,105220
848,1,23,4,01:45.5,105524
848,1,24,6,02:00.7,120690
848,1,25,6,01:49.9,109850
848,1,26,6,01:43.1,103144
848,1,27,6,01:43.1,103119
848,1,28,6,01:43.1,103077
848,1,29,6,01:43.8,103801
848,1,30,5,01:44.7,104665
848,1,31,4,01:44.6,104590
848,1,32,4,01:44.7,104689
848,1,33,4,01:44.6,104592
848,1,34,4,01:44.4,104356
848,1,35,4,01:45.2,105248
848,1,36,4,01:43.8,103835
848,1,37,4,01:43.9,103860
848,1,38,4,01:44.0,104025
848,1,39,4,01:44.1,104141
848,1,40,4,01:44.2,104235
848,1,41,4,01:44.3,104283
848,1,42,5,01:58.3,118296
848,1,43,6,01:50.3,110337
848,1,44,6,01:44.1,104067
848,1,45,6,01:43.6,103643
848,1,46,6,01:43.0,102987
848,1,47,6,01:42.9,102947
848,1,48,4,01:43.3,103305
848,1,49,4,01:43.5,103515
848,1,50,4,01:43.5,103527
848,1,51,4,01:43.9,103861
848,1,52,4,01:43.7,103656
848,1,53,4,01:44.0,104023
848,1,54,4,01:43.9,103926
848,1,55,4,01:43.1,103110
848,1,56,4,01:43.2,103157
848,1,57,4,01:43.5,103467
848,3,1,6,01:55.0,114972
848,3,2,6,01:47.3,107305
848,3,3,6,01:47.0,107028
848,3,4,6,01:46.9,106938
848,3,5,6,01:47.1,107136
848,3,6,7,01:47.8,107801
848,3,7,7,01:46.6,106604
848,3,8,7,01:46.2,106249
848,3,9,7,01:46.1,106112
848,3,10,7,01:46.6,106579
848,3,11,7,01:46.5,106477
848,3,12,9,02:01.3,121287
848,3,13,11,01:51.6,111574
848,3,14,8,01:46.7,106712
848,3,15,7,01:46.0,106039
848,3,16,7,01:46.4,106355
848,3,17,7,01:45.4,105448
848,3,18,7,01:45.4,105428
848,3,19,7,01:45.3,105337
848,3,20,7,01:45.7,105736
848,3,21,7,01:45.2,105205
848,3,22,7,01:45.0,104956
848,3,23,7,01:45.1,105066
848,3,24,7,01:45.3,105298
848,3,25,7,01:46.1,106144
848,3,26,7,01:45.6,105577
848,3,27,7,01:46.3,106267
848,3,28,7,01:45.9,105929
848,3,29,7,01:46.6,106645
848,3,30,7,02:04.1,124054
848,3,31,8,01:50.4,110392
848,3,32,8,01:44.2,104184
848,3,33,8,01:44.3,104280
848,3,34,8,01:45.4,105397
848,3,35,8,01:44.6,104647
848,3,36,8,01:44.3,104277
848,3,37,8,01:44.2,104213
848,3,38,8,01:44.8,104836
848,3,39,7,01:45.4,105387
848,3,40,7,01:44.0,103950
848,3,41,7,01:43.9,103862
848,3,42,7,01:44.1,104070
848,3,43,7,01:44.1,104091
848,3,44,7,01:44.0,103963
848,3,45,7,01:58.7,118677
848,3,46,7,01:51.5,111471
848,3,47,7,01:43.9,103897
848,3,48,7,01:44.1,104132
848,3,49,7,01:44.0,104004
848,3,50,7,01:44.2,104168
848,3,51,7,01:43.9,103890
848,3,52,7,01:44.2,104162
848,3,53,7,01:43.6,103649
848,3,54,7,01:44.1,104117
848,3,55,7,01:44.1,104094
848,3,56,7,01:43.9,103890
848,3,57,7,01:44.3,104301
848,18,1,7,01:55.4,115351
848,18,2,7,01:47.5,107499
848,18,3,7,01:46.9,106889
848,18,4,7,01:46.8,106823
848,18,5,7,01:47.1,107108
848,18,6,6,01:46.6,106554
848,18,7,6,01:45.9,105866
848,18,8,6,01:45.3,105321
848,18,9,6,01:45.7,105681
848,18,10,6,01:46.0,105965
848,18,11,6,01:45.8,105778
848,18,12,5,01:46.1,106134
848,18,13,5,01:46.9,106872
848,18,14,6,02:02.4,122350
848,18,15,6,01:50.1,110050
848,18,16,6,01:44.3,104296
848,18,17,6,01:44.5,104526
848,18,18,6,01:44.6,104567
848,18,19,6,01:44.6,104585
848,18,20,6,01:44.5,104477
848,18,21,6,01:44.4,104415
848,18,22,6,01:44.8,104751
848,18,23,6,01:44.6,104635
848,18,24,5,01:44.4,104385
848,18,25,5,01:44.8,104793
848,18,26,5,01:44.4,104363
848,18,27,5,01:44.3,104291
848,18,28,5,01:44.9,104938
848,18,29,5,01:45.5,105486
848,18,30,6,01:59.8,119802
848,18,31,6,01:48.7,108716
848,18,32,6,01:44.6,104639
848,18,33,6,01:44.5,104493
848,18,34,6,01:43.8,103750
848,18,35,6,01:43.9,103908
848,18,36,6,01:44.1,104057
848,18,37,6,01:44.1,104122
848,18,38,6,01:44.2,104214
848,18,39,6,01:44.1,104104
848,18,40,6,01:44.4,104352
848,18,41,6,01:44.3,104274
848,18,42,6,01:44.1,104109
848,18,43,5,01:44.2,104169
848,18,44,5,01:44.2,104201
848,18,45,5,01:44.5,104490
848,18,46,5,01:44.3,104331
848,18,47,5,01:44.3,104293
848,18,48,6,01:58.4,118371
848,18,49,6,01:50.4,110422
848,18,50,6,01:43.4,103427
848,18,51,6,01:42.8,102842
848,18,52,6,01:43.5,103516
848,18,53,6,01:42.7,102724
848,18,54,6,01:42.7,102689
848,18,55,6,01:42.5,102535
848,18,56,6,01:42.6,102595
